protein	pdb/af50m	empty	best_ann	annotation_found
2045509495	af50m	False	WARNING UniProt ID obsolete, info fetched from UniParc;W5IZE1 : DUF1566 domain-containing protein (active UniProt ID: N);ETM68001 : Uncharacterized protein (active UniProt ID: N);WP_024128529 : hypothetical protein (active UniProt ID: N);ETM68001 : Uncharacterized protein (active UniProt ID: N)	True
2214231988	pdb	True	NA	NA
2214231988	af50m	False	Phage ABA sandwich domain-containing protein	True
2080079804	pdb	True	NA	NA
2080079804	af50m	False	WARNING UniProt ID obsolete, info fetched from UniParc;YP_007236453 : hypothetical protein (active UniProt ID: Y);AEK21582 : Uncharacterized protein (active UniProt ID: Y);KEH08735 : Uncharacterized protein (active UniProt ID: Y);A0A072T6M4 : Uncharacterized protein (active UniProt ID: N);WP_016064774 : hypothetical protein (active UniProt ID: N);KEH12936 : Uncharacterized protein (active UniProt ID: Y);A0A081J898 : Phasin domain-containing protein (active UniProt ID: Y);G0YV45 : Uncharacterized protein (active UniProt ID: Y)	True
1045463340	pdb	False	T7 RNA polymerase (DNA-directed RNA polymerase) (EC 2.7.7.6) [UniProt ID: P00573] 	True
1045463340	af50m	False	merged	True
1321075209	pdb	False	ORF48 [UniProt ID: Q9AZ56] 	False
1321075209	af50m	False	Bacterial Ig-like domain-containing protein	True
1338671668	pdb	False	AAC3-I [UniProt ID: A0A059WZ16] 	True
1338671668	af50m	False	GNAT family N-acetyltransferase	True
1321075279	pdb	True	NA	NA
1321075279	af50m	False	WARNING UniProt ID obsolete, info fetched from UniParc;EMO3657046 : Uncharacterized protein (active UniProt ID: Y);WP_020306244 : hypothetical protein (active UniProt ID: N);EPL63698 : Uncharacterized protein (active UniProt ID: Y);ELJ2355632 : Uncharacterized protein (active UniProt ID: Y);S6JSP0 : Zf-TFIIB domain-containing protein (active UniProt ID: N)	True
1321075283	pdb	True	NA	NA
1321075283	af50m	True	NA	NA
937263698	pdb	False	Adhesin (Hia) [UniProt ID: Q48152] 	True
937263698	af50m	False	Trimeric autotransporter adhesin	True
937263710	pdb	True	NA	NA
937263710	af50m	True	NA	NA
1925874525	pdb	True	NA	NA
1925874525	af50m	True	NA	NA
1696892004	pdb	True	NA	NA
1696892004	af50m	True	NA	NA
2196309257	pdb	True	NA	NA
2196309257	af50m	False	Norphogenetic protein	True
2196309294	pdb	True	NA	NA
2196309294	af50m	True	NA	NA
409994678	pdb	False	Bbp16 [UniProt ID: Q775C8] 	True
409994678	af50m	False	WARNING UniProt ID obsolete, info fetched from UniParc;MBS4547160 : Uncharacterized protein (active UniProt ID: Y);PLH08558 : Uncharacterized protein (active UniProt ID: Y);PLG77322 : Uncharacterized protein (active UniProt ID: Y);A0A7S5MJB0 : Uncharacterized protein (active UniProt ID: N);PLH23401 : Uncharacterized protein (active UniProt ID: Y);PLH45565 : Uncharacterized protein (active UniProt ID: Y);HEE2449797 : Uncharacterized protein (active UniProt ID: Y);WP_042945537 : Bbp16 family capsid cement protein (active UniProt ID: Y);MBK3261489 : Uncharacterized protein (active UniProt ID: Y);HEE4386174 : Uncharacterized protein (active UniProt ID: Y);PLG46560 : Uncharacterized protein (active UniProt ID: Y);MBF2784980 : Uncharacterized protein (active UniProt ID: Y);PLG06693 : Uncharacterized protein (active UniProt ID: Y);HEE3712329 : Uncharacterized protein (active UniProt ID: Y);PLG97223 : Uncharacterized protein (active UniProt ID: Y);HEE2762482 : Uncharacterized protein (active UniProt ID: Y);RDA97242 : Uncharacterized protein (active UniProt ID: Y);MBS4656551 : Uncharacterized protein (active UniProt ID: Y);MBK3244879 : Uncharacterized protein (active UniProt ID: Y);HEE2235085 : Uncharacterized protein (active UniProt ID: Y);PLG58347 : Uncharacterized protein (active UniProt ID: Y);HBS2964720 : Uncharacterized protein (active UniProt ID: Y);PLG32973 : Uncharacterized protein (active UniProt ID: Y);PLI10418 : Uncharacterized protein (active UniProt ID: Y);ELQ4642824 : Uncharacterized protein (active UniProt ID: Y);POV50162 : Uncharacterized protein (active UniProt ID: Y);HEE4650334 : Uncharacterized protein (active UniProt ID: Y);A0A2I8WBU8 : Uncharacterized protein (active UniProt ID: N);MBS4626070 : Uncharacterized protein (active UniProt ID: Y);MBS4615405 : Uncharacterized protein (active UniProt ID: Y);A0A8B2T2X9 : DUF1735 domain-containing protein (active UniProt ID: N);AID91008 : Uncharacterized protein (active UniProt ID: Y);MBS4651614 : Uncharacterized protein (active UniProt ID: Y);QHP14612 : Uncharacterized protein (active UniProt ID: Y);A0A2J3J2J1 : Uncharacterized protein (active UniProt ID: N);HEE2601236 : Uncharacterized protein (active UniProt ID: Y);MUB10193 : Uncharacterized protein (active UniProt ID: Y);MBS4580843 : Uncharacterized protein (active UniProt ID: Y);MBS4610675 : Uncharacterized protein (active UniProt ID: Y);MBS4676585 : Uncharacterized protein (active UniProt ID: Y);PLH02151 : Uncharacterized protein (active UniProt ID: Y);PLH15354 : Uncharacterized protein (active UniProt ID: Y);MDZ3779266 : Uncharacterized protein (active UniProt ID: Y);MBK2969702 : Uncharacterized protein (active UniProt ID: Y);PLG51892 : Uncharacterized protein (active UniProt ID: Y);HBS2815007 : Uncharacterized protein (active UniProt ID: Y);PLH61090 : Uncharacterized protein (active UniProt ID: Y);A0A068HEQ6 : Uncharacterized protein (active UniProt ID: N);MEH8669106 : Uncharacterized protein (active UniProt ID: Y);WFB15492 : Uncharacterized protein (active UniProt ID: Y);MDS7769537 : Uncharacterized protein (active UniProt ID: Y);CAF2393124 : Uncharacterized protein (active UniProt ID: N);HEE4696969 : Uncharacterized protein (active UniProt ID: Y);MBK2974760 : Uncharacterized protein (active UniProt ID: Y);CAH5819774 : Uncharacterized protein (active UniProt ID: Y);QRC80040 : Uncharacterized protein (active UniProt ID: Y);PLH52644 : Uncharacterized protein (active UniProt ID: Y);MDZ3768489 : Uncharacterized protein (active UniProt ID: Y);A0A7U4GZ03 : Uncharacterized protein (active UniProt ID: N);HBS3644000 : Uncharacterized protein (active UniProt ID: Y);PLH31310 : Uncharacterized protein (active UniProt ID: Y);MBS4645681 : Uncharacterized protein (active UniProt ID: Y);MCW7888547 : Uncharacterized protein (active UniProt ID: Y);HEE2768321 : Uncharacterized protein (active UniProt ID: Y);HBS2805603 : Uncharacterized protein (active UniProt ID: Y);MBS4575359 : Uncharacterized protein (active UniProt ID: Y);POT86217 : Uncharacterized protein (active UniProt ID: Y);MBS4682505 : Uncharacterized protein (active UniProt ID: Y);MCW7779373 : Uncharacterized protein (active UniProt ID: Y);PLG72683 : Uncharacterized protein (active UniProt ID: Y);MBG2598228 : Uncharacterized protein (active UniProt ID: Y);QPP72151 : Uncharacterized protein (active UniProt ID: Y);HEE2308527 : Uncharacterized protein (active UniProt ID: Y);PLG39769 : Uncharacterized protein (active UniProt ID: Y);MDS7380749 : Uncharacterized protein (active UniProt ID: Y);AUV91590 : Uncharacterized protein (active UniProt ID: Y);MDT8625551 : Uncharacterized protein (active UniProt ID: Y);PLH95213 : Uncharacterized protein (active UniProt ID: Y);MDZ3733080 : Uncharacterized protein (active UniProt ID: Y);HDX8691641 : Uncharacterized protein (active UniProt ID: Y);MEH8690814 : Uncharacterized protein (active UniProt ID: Y);QHP14612 : Uncharacterized protein (active UniProt ID: Y)	True
968066739	pdb	True	NA	NA
968066739	af50m	False	Uncharacterized protein	False
1930266431	pdb	False	Phosphoserine phosphatase SerB [UniProt ID: A3HTB7] 	True
1930266431	af50m	False	WARNING UniProt ID obsolete, info fetched from UniParc;PTC19018 : Uncharacterized protein (active UniProt ID: Y);WP_100848127 : hypothetical protein (active UniProt ID: Y);PKA72863 : Uncharacterized protein (active UniProt ID: Y);A0A2N0DYE0 : Phage tail protein (active UniProt ID: N)	True
2552399714	pdb	True	NA	NA
2552399714	af50m	False	Baseplate protein J-like domain-containing protein	True
1930266488	pdb	True	NA	NA
1930266488	af50m	False	NTP pyrophosphatase, house-cleaning of non-canonical NTPs	True
387155844	pdb	True	NA	NA
387155844	af50m	True	NA	NA
968067062	pdb	True	NA	NA
968067062	af50m	False	WARNING UniProt ID obsolete, info fetched from UniParc;YP_007236481 : tail fiber assembly (active UniProt ID: Y);A0A072T5R2 : Phage tail assembly chaperone-like domain-containing protein (active UniProt ID: N);KEH08713 : Uncharacterized protein (active UniProt ID: Y);A0A081J8K8 : Phage tail assembly chaperone-like domain-containing protein (active UniProt ID: Y);G0YV73 : Phage tail assembly chaperone-like domain-containing protein (active UniProt ID: Y);WP_016064789 : hypothetical protein (active UniProt ID: N);KEH13046 : Uncharacterized protein (active UniProt ID: Y);AEK21610 : Uncharacterized protein (active UniProt ID: Y)	True
1870366882	pdb	True	NA	NA
1870366882	af50m	True	NA	NA
2468022653	pdb	False	Integrase (EC 2.7.7.-) (EC 3.1.-.-) [UniProt ID: P03700] 	True
2468022653	af50m	False	WARNING UniProt ID obsolete, info fetched from UniParc;REH08714 : Phage integrase family protein (active UniProt ID: N);A0A3E0FF23 : Phage integrase family protein (active UniProt ID: N);REH08714 : Phage integrase family protein (active UniProt ID: Y)	True
2468022660	pdb	True	NA	NA
2468022660	af50m	False	Phage tail protein	True
2468022702	pdb	True	NA	NA
2468022702	af50m	False	Uncharacterized protein	False
147917330	pdb	True	NA	NA
147917330	af50m	True	NA	NA
424512799	pdb	True	NA	NA
424512799	af50m	True	NA	NA
2258079450	pdb	True	NA	NA
2258079450	af50m	True	NA	NA
2492010700	pdb	True	NA	NA
2492010700	af50m	True	NA	NA
2492010711	pdb	False	Internal virion protein gp15 (Gene product 15) (Gp15) [UniProt ID: P03725] 	True
2492010711	af50m	False	Internal virion protein C	True
2127008226	pdb	True	NA	NA
2127008226	af50m	False	WARNING UniProt ID obsolete, info fetched from UniParc;A0A975XBZ8 : Phage protein (active UniProt ID: Y);SOY65591 : Uncharacterized protein (active UniProt ID: Y);SOY65591 : Uncharacterized protein (active UniProt ID: Y);SOY65591 : Uncharacterized protein (active UniProt ID: N);WP_116328081 : hypothetical protein (active UniProt ID: Y);A0A375C8T8 : Secreted protein (active UniProt ID: N)	True
1336447811	pdb	True	NA	NA
1336447811	af50m	False	HAD family hydrolase	True
1336447953	pdb	True	NA	NA
1336447953	af50m	True	NA	NA
1336447963	pdb	True	NA	NA
1336447963	af50m	False	Single-stranded DNA-binding protein	True
2162922766	pdb	True	NA	NA
2162922766	af50m	True	NA	NA
1209836366	pdb	True	NA	NA
1209836366	af50m	True	NA	NA
1199937615	pdb	True	NA	NA
1199937615	af50m	True	NA	NA
1033017460	pdb	True	NA	NA
1033017460	af50m	False	Internal virion protein	True
1199937668	pdb	True	NA	NA
1199937668	af50m	True	NA	NA
1199937740	pdb	True	NA	NA
1199937740	af50m	True	NA	NA
585865427	pdb	True	NA	NA
585865427	af50m	False	WARNING UniProt ID obsolete, info fetched from UniParc;HEK0150046 : Uncharacterized protein (active UniProt ID: Y);ERU49226 : Uncharacterized protein (active UniProt ID: Y);HEJ1903650 : Uncharacterized protein (active UniProt ID: Y);KSL57046 : Uncharacterized protein (active UniProt ID: Y);HEH6424789 : Uncharacterized protein (active UniProt ID: Y);MBN5491570 : Uncharacterized protein (active UniProt ID: Y);TEK08074 : hypothetical protein (active UniProt ID: N);EMN8877843 : Uncharacterized protein (active UniProt ID: Y);KAB5510293 : Uncharacterized protein (active UniProt ID: Y);TEX39313 : Uncharacterized protein (active UniProt ID: Y);HEJ1867578 : Uncharacterized protein (active UniProt ID: Y);HEK0224676 : Uncharacterized protein (active UniProt ID: Y);RPO91699 : Uncharacterized protein (active UniProt ID: Y);TEJ40742 : hypothetical protein (active UniProt ID: N);HEJ2305251 : Uncharacterized protein (active UniProt ID: Y);TEB94189 : hypothetical protein (active UniProt ID: N);U8XN05 : Uncharacterized protein (active UniProt ID: N);PPB20718 : Uncharacterized protein (active UniProt ID: Y);MEI1009447 : Uncharacterized protein (active UniProt ID: Y);MBH4445001 : Uncharacterized protein (active UniProt ID: Y);TEJ85026 : Uncharacterized protein (active UniProt ID: Y);HEJ9786800 : Uncharacterized protein (active UniProt ID: Y);RUH87403 : Uncharacterized protein (active UniProt ID: Y);HEK1524908 : Uncharacterized protein (active UniProt ID: Y);OFS97217 : hypothetical protein (active UniProt ID: N);MBH8722633 : Uncharacterized protein (active UniProt ID: Y);HEJ3162010 : Uncharacterized protein (active UniProt ID: Y);MBH3559399 : Uncharacterized protein (active UniProt ID: Y);TEJ94987 : hypothetical protein (active UniProt ID: N);EMN1354276 : Uncharacterized protein (active UniProt ID: Y);OFS97217 : Uncharacterized protein (active UniProt ID: Y);EKU8046653 : Uncharacterized protein (active UniProt ID: Y);TEK03468 : Uncharacterized protein (active UniProt ID: Y);A0A8B5AX20 : DUF551 domain-containing protein (active UniProt ID: N);TEB94189 : Uncharacterized protein (active UniProt ID: Y);HEJ4670224 : Uncharacterized protein (active UniProt ID: Y);MBH4462955 : Uncharacterized protein (active UniProt ID: Y);TEJ40742 : Uncharacterized protein (active UniProt ID: Y);HEJ6480695 : Uncharacterized protein (active UniProt ID: Y);WP_023083010 : hypothetical protein (active UniProt ID: Y);TEJ55407 : Uncharacterized protein (active UniProt ID: Y);EMJ4209180 : Uncharacterized protein (active UniProt ID: Y);A0A5E9W2H3 : Uncharacterized protein (active UniProt ID: N);MBG5484792 : Uncharacterized protein (active UniProt ID: Y);U8BVP4 : Uncharacterized protein (active UniProt ID: N);EMB9912244 : Uncharacterized protein (active UniProt ID: Y);EKX7597485 : Uncharacterized protein (active UniProt ID: Y);PBZ05209 : Uncharacterized protein (active UniProt ID: Y);MBG7595288 : Uncharacterized protein (active UniProt ID: Y);TEJ94987 : Uncharacterized protein (active UniProt ID: Y);TEK08074 : Uncharacterized protein (active UniProt ID: Y);EKU7693828 : Uncharacterized protein (active UniProt ID: Y);PBZ32486 : Uncharacterized protein (active UniProt ID: Y);MDS9700787 : Uncharacterized protein (active UniProt ID: Y);MCO2006472 : Uncharacterized protein (active UniProt ID: Y);EMP5524009 : Uncharacterized protein (active UniProt ID: Y);TEJ14112 : hypothetical protein (active UniProt ID: N);MBH8642217 : Uncharacterized protein (active UniProt ID: Y);WP_023083010 : hypothetical protein (active UniProt ID: N);MCT0581294 : Uncharacterized protein (active UniProt ID: Y);EMJ5947228 : Uncharacterized protein (active UniProt ID: Y);TEJ62019 : hypothetical protein (active UniProt ID: N);MBH4051551 : Uncharacterized protein (active UniProt ID: Y);HEJ1414794 : Uncharacterized protein (active UniProt ID: Y);ERU49226 : Uncharacterized protein (active UniProt ID: Y);MBI7160092 : Uncharacterized protein (active UniProt ID: Y);HEJ2953392 : Uncharacterized protein (active UniProt ID: Y);EMJ6311966 : Uncharacterized protein (active UniProt ID: Y);MBG5389510 : Uncharacterized protein (active UniProt ID: Y);HEJ4943995 : Uncharacterized protein (active UniProt ID: Y);MBG5465211 : Uncharacterized protein (active UniProt ID: Y);HEK2454092 : Uncharacterized protein (active UniProt ID: Y);EIU4413787 : Uncharacterized protein (active UniProt ID: Y);EMA4524737 : Uncharacterized protein (active UniProt ID: Y);HEK2820467 : Uncharacterized protein (active UniProt ID: Y);KSJ76700 : Uncharacterized protein (active UniProt ID: Y);KSN70692 : Uncharacterized protein (active UniProt ID: Y);OWJ38015 : Uncharacterized protein (active UniProt ID: Y);TEJ55407 : hypothetical protein (active UniProt ID: N);MBG7184684 : Uncharacterized protein (active UniProt ID: Y);HEJ4272452 : Uncharacterized protein (active UniProt ID: Y);TEK03468 : hypothetical protein (active UniProt ID: N);A0A4Y7V9R4 : Uncharacterized protein (active UniProt ID: N);MBG6581114 : Uncharacterized protein (active UniProt ID: Y);ERX03835 : Uncharacterized protein (active UniProt ID: Y);ELD6229381 : Uncharacterized protein (active UniProt ID: Y);TEJ85026 : hypothetical protein (active UniProt ID: N);MBF3110639 : Uncharacterized protein (active UniProt ID: Y);TEJ14112 : Uncharacterized protein (active UniProt ID: Y);HEJ9876386 : Uncharacterized protein (active UniProt ID: Y);UXH73541 : Uncharacterized protein (active UniProt ID: Y);MBH9559808 : Uncharacterized protein (active UniProt ID: Y);TEJ62019 : Uncharacterized protein (active UniProt ID: Y);HEK0940658 : Uncharacterized protein (active UniProt ID: Y);HEJ9887479 : Uncharacterized protein (active UniProt ID: Y);EKU7703771 : Uncharacterized protein (active UniProt ID: Y);TEX39313 : hypothetical protein (active UniProt ID: N);A0A0V4UJI1 : Uncharacterized protein (active UniProt ID: N);HDV6161920 : Uncharacterized protein (active UniProt ID: Y);MDH4674843 : Uncharacterized protein (active UniProt ID: Y);MBH4457852 : Uncharacterized protein (active UniProt ID: Y);ERX03835 : Uncharacterized protein (active UniProt ID: Y);MBG5076838 : Uncharacterized protein (active UniProt ID: Y);EKX7603841 : Uncharacterized protein (active UniProt ID: Y);MBH4331334 : Uncharacterized protein (active UniProt ID: Y);MBH9204870 : Uncharacterized protein (active UniProt ID: Y)	True
1199937810	pdb	True	NA	NA
1199937810	af50m	False	Virion structural protein	True
1199937867	pdb	True	NA	NA
1199937867	af50m	True	NA	NA
1199937927	pdb	False	Stringent starvation protein B homolog (Adapter protein SspB) (Specificity-enhancing factor SspB) [UniProt ID: P45206] 	True
1199937927	af50m	False	ClpXP protease specificity-enhancing factor	True
1199937992	pdb	True	NA	NA
1199937992	af50m	True	NA	NA
1808210416	pdb	False	Deoxycytidylate deaminase [UniProt ID: H6WFU3] 	True
1808210416	af50m	False	CMP deaminase	True
1899050621	pdb	True	NA	NA
1899050621	af50m	False	Nucleotidyltransferase	True
1199938089	pdb	True	NA	NA
1199938089	af50m	False	Transcriptional regulator SutA RNAP-binding domain-containing protein	True
1808210524	pdb	True	NA	NA
1808210524	af50m	False	WARNING UniProt ID obsolete, info fetched from UniParc;A0A4Q3K5T3 : Uncharacterized protein (Fragment) (active UniProt ID: N);RYE98433 : Uncharacterized protein (active UniProt ID: Y)	True
1199938153	pdb	True	NA	NA
1199938153	af50m	False	Peptidase C39-like domain-containing protein	True
1199938189	pdb	True	NA	NA
1199938189	af50m	True	NA	NA
1829640854	pdb	True	NA	NA
1829640854	af50m	True	NA	NA
1199938245	pdb	True	NA	NA
1199938245	af50m	True	NA	NA
1199938316	pdb	True	NA	NA
1199938316	af50m	False	WARNING UniProt ID obsolete, info fetched from UniParc;MAP22087 : Uncharacterized protein (active UniProt ID: Y);A0A2D9KHB5 : Virion structural protein (active UniProt ID: N)	True
1199938362	pdb	False	Dual specificity protein phosphatase 8 (EC 3.1.3.16) (EC 3.1.3.48) (Dual specificity protein phosphatase hVH-5) [UniProt ID: Q13202] 	True
1199938362	af50m	False	WARNING UniProt ID obsolete, info fetched from UniParc;A0A222DP93 : Uncharacterized protein (active UniProt ID: N);ASP15647 : Uncharacterized protein (active UniProt ID: Y);OZO15808 : Uncharacterized protein (active UniProt ID: Y);RUG05523 : Uncharacterized protein (active UniProt ID: Y);A0A509JDC7 : Dual specificity protein phosphatase family protein (active UniProt ID: N);RPW20622 : Uncharacterized protein (active UniProt ID: Y);UWU64938 : Dual specificity protein phosphatase family protein (active UniProt ID: Y);RUG23060 : Uncharacterized protein (active UniProt ID: Y);RUG36324 : Uncharacterized protein (active UniProt ID: Y);OZO39019 : Uncharacterized protein (active UniProt ID: Y);ASP07892 : Uncharacterized protein (active UniProt ID: Y);RPW15686 : Uncharacterized protein (active UniProt ID: Y);WP_094069694 : dual specificity protein phosphatase family protein (active UniProt ID: Y);OZO07112 : Uncharacterized protein (active UniProt ID: Y);RUG31332 : Uncharacterized protein (active UniProt ID: Y)	True
1199938403	pdb	True	NA	NA
1199938403	af50m	True	NA	NA
1199938446	pdb	True	NA	NA
1199938446	af50m	True	NA	NA
2220662005	pdb	True	NA	NA
2220662005	af50m	False	NTP pyrophosphohydrolase MazG-like domain-containing protein	True
2220662068	pdb	False	Uncharacterized protein YqeY [UniProt ID: P54464] 	False
2220662068	af50m	False	GatB/YqeY domain-containing protein	True
1896095089	pdb	True	NA	NA
1896095089	af50m	True	NA	NA
2220662138	pdb	True	NA	NA
2220662138	af50m	False	WARNING UniProt ID obsolete, info fetched from UniParc;RMT06265 : Uncharacterized protein (active UniProt ID: Y);A0A3M5I5K7 : Uncharacterized protein (active UniProt ID: N)	False
2220662198	pdb	True	NA	NA
2220662198	af50m	True	NA	NA
1352801849	pdb	True	NA	NA
1352801849	af50m	True	NA	NA
1026924273	pdb	True	NA	NA
1026924273	af50m	False	PD-(D/E)XK nuclease family transposase	True
1026924316	pdb	False	WARNING No UniProt ID was linked to this PDB entry, hence, no information could be fetched	False
1026924316	af50m	False	Sigma factor for late transcription	True
1026924359	pdb	False	Spore cortex-lytic enzyme [UniProt ID: A0A6L8PLE1] 	True
1026924359	af50m	False	Cell wall hydrolase SleB domain-containing protein	True
334738318	pdb	True	NA	NA
334738318	af50m	True	NA	NA
1026924408	pdb	False	DNA primase (EC 2.7.7.-) (DNA priming protein) [UniProt ID: P04520] 	True
1026924408	af50m	False	DNA primase	True
318054496	pdb	False	Phosphomevalonate kinase (EC 2.7.4.2) [UniProt ID: A0A8R2GBA3] 	True
318054496	af50m	False	Deoxynucleotide monophosphate kinase	True
318054507	pdb	True	NA	NA
318054507	af50m	True	NA	NA
2494013602	pdb	False	Major head protein [UniProt ID: A0A7U0GBA8] 	True
2494013602	af50m	False	WARNING UniProt ID obsolete, info fetched from UniParc;MAP21526 : Uncharacterized protein (active UniProt ID: Y);A0A2D9KFR3 : Major capsid protein (active UniProt ID: N)	True
2494013637	pdb	True	NA	NA
2494013637	af50m	True	NA	NA
2316771586	pdb	True	NA	NA
2316771586	af50m	True	NA	NA
2494013714	pdb	True	NA	NA
2494013714	af50m	True	NA	NA
713662757	pdb	True	NA	NA
713662757	af50m	False	Neck protein	True
2508693847	pdb	True	NA	NA
2508693847	af50m	False	WARNING UniProt ID obsolete, info fetched from UniParc;PML16590 : hypothetical protein (active UniProt ID: N);PML16590 : Uncharacterized protein (active UniProt ID: Y);WP_102249591 : hypothetical protein (active UniProt ID: Y);PML52434 : Uncharacterized protein (active UniProt ID: Y);PML52434 : hypothetical protein (active UniProt ID: N);A0A2N7I821 : MacB-like periplasmic core domain-containing protein (active UniProt ID: N)	True
954540429	pdb	True	NA	NA
954540429	af50m	False	Conjugal transfer protein	True
2494013845	pdb	False	Influenza virus NS1A-binding protein (NS1-BP) (NS1-binding protein) (Aryl hydrocarbon receptor-associated protein 3) (Kelch-like protein 39) [UniProt ID: Q9Y6Y0] 	True
2494013845	af50m	False	Protein kinase	True
2494013962	pdb	True	NA	NA
2494013962	af50m	False	WARNING UniProt ID obsolete, info fetched from UniParc;A0A2D9KJA6 : Virion structural protein (active UniProt ID: N);MAP22779 : Uncharacterized protein (active UniProt ID: Y)	True
1209836118	pdb	False	Toxin Res (EC 2.4.2.-) [UniProt ID: Q88K57] 	True
1209836118	af50m	False	ART-PolyVal-like domain-containing protein	True
1209836179	pdb	True	NA	NA
1209836179	af50m	True	NA	NA
1209836234	pdb	True	NA	NA
1209836234	af50m	False	S1 motif domain-containing protein	True
1209836411	pdb	True	NA	NA
1209836411	af50m	True	NA	NA
2289974599	pdb	True	NA	NA
2289974599	af50m	True	NA	NA
1278223993	pdb	True	NA	NA
1278223993	af50m	False	WARNING UniProt ID obsolete, info fetched from UniParc;MBP04749 : Uncharacterized protein (active UniProt ID: Y);A0A2E7WAW4 : Recombinase domain-containing protein (active UniProt ID: N)	True
1278224048	pdb	True	NA	NA
1278224048	af50m	True	NA	NA
2289974733	pdb	False	Portal protein [UniProt ID: A0A0B4N229] 	True
2289974733	af50m	False	Portal protein	True
1278224116	pdb	True	NA	NA
1278224116	af50m	False	Transposase DDE domain-containing protein	True
1278224177	pdb	True	NA	NA
1278224177	af50m	True	NA	NA
1691658319	pdb	True	NA	NA
1691658319	af50m	False	Mu-like prophage protein gp16 (Regulatory protein GemA)	True
2028284382	pdb	True	NA	NA
2028284382	af50m	True	NA	NA
2071734904	pdb	False	Peptide chain release factor RF1 (RF-1) [UniProt ID: P0A7I0] 	True
2071734904	af50m	False	WARNING UniProt ID obsolete, info fetched from UniParc;A0A812YVK2 : PrfA protein (active UniProt ID: N);CAE7798089 : PrfA protein (active UniProt ID: Y)	True
2071734999	pdb	True	NA	NA
